Date,Time,PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),T,RH,AH,CO(GT)
9/19/2004,13:00:00,1059,1047,178,761,106,29.6,28.6,1.1628,2
9/19/2004,14:00:00,1021,1009,137,771,87,29.8,28.5,1.1809,2
9/19/2004,15:00:00,925,768,119,987,70,31.1,26.1,1.163,1.2
9/19/2004,16:00:00,1045,910,193,878,106,34.6,22.4,1.212,1.8
9/19/2004,17:00:00,1303,1317,329,631,151,33.2,25.4,1.2722,4.3
9/19/2004,18:00:00,1254,1204,413,668,179,30,31.4,1.3074,3.8
9/19/2004,19:00:00,1345,1306,489,587,188,27.5,38.1,1.3756,4.4
9/19/2004,20:00:00,1273,1159,470,645,187,26.2,42.5,1.423,3.8
9/19/2004,21:00:00,1096,931,228,766,121,24.7,46.4,1.4206,1.9
9/19/2004,22:00:00,1077,920,169,778,99,23.6,50,1.4383,1.7
9/19/2004,23:00:00,1084,929,189,751,100,22.7,53.6,1.4632,1.8
9/20/2004,0:00:00,980,800,100,863,79,22.7,53.8,1.4666,1.1
9/20/2004,1:00:00,882,713,71,978,57,22.8,53,1.4577,0.8
9/20/2004,2:00:00,851,655,52,1051,43,21.4,57.6,1.4469,0.7
9/20/2004,3:00:00,819,597,-200,1112,-200,19.9,62.3,1.4363,0.6
9/20/2004,4:00:00,804,601,57,1122,50,19.5,63.5,1.4269,0.5
9/20/2004,5:00:00,823,631,69,1090,47,20.2,60.8,1.4243,0.5
9/20/2004,6:00:00,903,748,126,937,60,19.4,63.5,1.4139,0.9
9/20/2004,7:00:00,1310,1344,376,573,91,18.7,65.6,1.4039,3.5
9/20/2004,8:00:00,1436,1601,-200,455,-200,20.1,60.6,1.4062,-200
9/20/2004,9:00:00,1479,1490,737,494,159,23.5,49.7,1.4156,5.7
9/20/2004,10:00:00,1285,1243,481,599,173,26.4,41.9,1.4237,3.5
9/20/2004,11:00:00,1262,1258,425,597,174,29.9,34,1.4096,3.7
9/20/2004,12:00:00,1225,1227,330,643,165,31.5,30.8,1.4017,3.1
9/20/2004,13:00:00,1162,1188,303,676,136,30.2,30.2,1.2744,3
9/20/2004,14:00:00,1103,1044,283,757,125,30.5,29.3,1.2612,2.6
9/20/2004,15:00:00,1120,1045,264,752,122,31.8,27.4,1.2673,2.4
9/20/2004,16:00:00,1169,1163,280,708,124,34.3,23.2,1.2326,2.6
9/20/2004,17:00:00,1386,1522,505,560,184,34.1,23,1.2081,5
9/20/2004,18:00:00,1426,1577,566,521,200,30.5,29.2,1.2585,5.6
9/20/2004,19:00:00,1476,1663,681,473,225,28.1,32.4,1.2173,6.5
9/20/2004,20:00:00,1167,1282,448,633,168,26.5,31.7,1.0787,4.1
9/20/2004,21:00:00,1032,1039,231,761,118,24.8,33.7,1.0377,2.1
9/20/2004,22:00:00,1034,972,230,747,115,23.9,38.1,1.1123,2
9/20/2004,23:00:00,986,885,146,835,94,23,43,1.1897,1.4
9/21/2004,0:00:00,908,732,77,966,62,23.5,44.7,1.2755,0.8
9/21/2004,1:00:00,891,714,82,957,68,22.3,47.7,1.2643,0.8
9/21/2004,2:00:00,843,656,55,1042,50,22.1,49.8,1.3094,0.6
9/21/2004,3:00:00,822,612,-200,1094,-200,21.8,51.4,1.3272,0.5
9/21/2004,4:00:00,814,589,42,1119,36,20.8,55.9,1.3581,0.4
9/21/2004,5:00:00,869,673,102,1033,53,18.8,63,1.3582,0.6
9/21/2004,6:00:00,1013,905,231,804,79,18.3,65.5,1.3686,1.4
9/21/2004,7:00:00,1515,1584,699,496,133,18.2,66.1,1.3679,5.6
9/21/2004,8:00:00,1587,1795,738,425,148,19.6,60.7,1.3713,7.3
9/21/2004,9:00:00,1490,1487,665,508,161,22.6,51.4,1.392,5.3
9/21/2004,10:00:00,1435,1408,598,537,191,25.8,44.2,1.4512,4.4
9/21/2004,11:00:00,1246,1209,340,632,158,28.5,39,1.4928,3.1
9/21/2004,12:00:00,1266,1231,374,615,157,30.1,35.1,1.4782,3.3
9/21/2004,13:00:00,1277,1277,401,586,188,29.4,36.4,1.4718,3.8
9/21/2004,14:00:00,1142,1073,275,671,143,29.2,37.9,1.5116,2.3
9/21/2004,15:00:00,1207,1136,278,645,152,30.5,34.9,1.5015,2.6
9/21/2004,16:00:00,1252,1233,342,618,168,31.5,31.4,1.431,3.2
9/21/2004,17:00:00,1399,1468,479,531,205,31.2,31.4,1.3987,5
9/21/2004,18:00:00,1464,1559,553,485,204,28.5,37.2,1.4282,5.6
9/21/2004,19:00:00,1422,1520,531,494,210,26.7,42.3,1.4618,5.4
9/21/2004,20:00:00,1308,1297,428,567,173,24.8,49,1.5092,4.4
9/21/2004,21:00:00,1137,1047,229,680,123,23.6,53.6,1.5374,2.4
9/21/2004,22:00:00,1040,903,145,782,92,23,55.8,1.548,1.5
9/21/2004,23:00:00,1018,885,112,809,77,22.1,58.4,1.5393,1.3
9/22/2004,0:00:00,962,808,99,866,74,22.6,56.3,1.5233,1.1
9/22/2004,1:00:00,930,768,98,916,74,21,61.3,1.5031,1
9/22/2004,2:00:00,812,613,54,1133,47,23,54,1.501,0.6
9/22/2004,3:00:00,826,612,-200,1111,-200,19.8,65.3,1.4894,0.5
9/22/2004,4:00:00,878,702,59,949,44,18.3,70.8,1.4794,0.6
9/22/2004,5:00:00,922,764,162,892,69,18.1,72.5,1.4876,0.8
9/22/2004,6:00:00,1047,965,268,737,79,18.3,71,1.4807,1.5
9/22/2004,7:00:00,1376,1452,531,521,108,18.5,68.9,1.4565,4.1
9/22/2004,8:00:00,1514,1648,517,457,119,20.1,62.7,1.461,5.5
9/22/2004,9:00:00,1494,1528,701,479,165,23.5,52,1.4833,5.5
9/22/2004,10:00:00,1316,1298,510,562,172,26.8,42.7,1.4864,3.7
9/22/2004,11:00:00,1269,1247,415,597,180,29.1,36.7,1.4543,3.3
9/22/2004,12:00:00,1152,1099,243,674,130,30.8,32,1.4014,2.5
9/22/2004,13:00:00,1138,1117,267,657,120,27.9,37,1.372,2.6
9/22/2004,14:00:00,1132,1052,233,680,117,28.5,37.3,1.4291,2.2
9/22/2004,15:00:00,1186,1159,295,640,141,30.2,32.9,1.3865,2.6
9/22/2004,16:00:00,1228,1184,309,657,151,32.9,27.7,1.3622,2.9
9/22/2004,17:00:00,1424,1486,506,523,218,32.2,28.8,1.3624,5
9/22/2004,18:00:00,1427,1458,479,507,213,28.8,39,1.5203,5.1
9/22/2004,19:00:00,1387,1473,460,508,194,26.7,43.3,1.4881,5.2
9/22/2004,20:00:00,1284,1249,363,582,167,24.6,54,1.6461,3.8
9/22/2004,21:00:00,1110,1045,213,688,115,23.4,59.9,1.6992,2.2
9/22/2004,22:00:00,1110,1032,183,702,98,22.5,62.6,1.6883,2.1
9/22/2004,23:00:00,1077,964,163,749,93,22.9,62,1.7127,1.8
9/23/2004,0:00:00,1037,898,152,793,87,22.2,64.9,1.719,1.6
9/23/2004,1:00:00,1002,854,104,818,71,21.4,68.5,1.7261,1.4
9/23/2004,2:00:00,865,694,61,989,49,22.2,63,1.6673,0.8
9/23/2004,3:00:00,824,615,-200,1131,-200,22.4,59.9,1.6069,0.5
9/23/2004,4:00:00,824,602,54,1138,44,21.1,63.8,1.5817,-200
9/23/2004,5:00:00,847,620,84,1085,58,22.9,57.5,1.5879,0.5
9/23/2004,6:00:00,961,828,132,892,66,21.3,63.2,1.5794,0.9
9/23/2004,7:00:00,1336,1340,422,540,112,21.3,63.5,1.5941,3.2
9/23/2004,8:00:00,1251,1264,282,582,104,23.7,54.4,1.5765,2.8
9/23/2004,9:00:00,1290,1244,293,604,103,25,50.8,1.5903,2.7
9/23/2004,10:00:00,1215,1141,334,631,118,26.3,48.1,1.6199,2.4
9/23/2004,11:00:00,1248,1177,324,608,129,26.4,47.3,1.6006,2.7
9/23/2004,12:00:00,1233,1184,294,610,127,29.3,39.5,1.5855,2.8
9/23/2004,13:00:00,1229,1217,273,599,130,29,39.6,1.5581,2.9
9/23/2004,14:00:00,1206,1175,275,618,130,29.8,38,1.5642,2.6
9/23/2004,15:00:00,1215,1150,282,608,118,30.4,37.2,1.588,2.6
9/23/2004,16:00:00,1330,1264,323,586,146,31.5,34.9,1.5903,3.2
9/23/2004,17:00:00,1446,1434,442,522,190,31.6,34.8,1.5925,4.6
9/23/2004,18:00:00,1446,1458,431,501,189,29,40.5,1.5949,4.9
9/23/2004,19:00:00,1421,1444,402,510,173,27.2,45.9,1.6302,4.7
9/23/2004,20:00:00,1247,1206,313,600,148,26.2,48.7,1.6256,3.3
9/23/2004,21:00:00,1168,1070,228,667,116,25.1,50.5,1.584,2.3
9/23/2004,22:00:00,1111,991,218,721,109,24.1,50.7,1.4959,2.1
9/23/2004,23:00:00,1071,934,179,763,94,22.5,53.7,1.4486,1.7
9/24/2004,0:00:00,969,835,97,859,64,22.7,53.7,1.458,1
9/24/2004,1:00:00,942,780,83,915,59,21.5,57.9,1.4658,0.9
9/24/2004,2:00:00,923,744,80,908,64,22.3,55.8,1.4828,0.7
9/24/2004,3:00:00,813,581,-200,1176,-200,22.7,53.8,1.4673,0.4
9/24/2004,4:00:00,851,618,66,1099,52,21.1,59.9,1.4789,0.4
9/24/2004,5:00:00,868,639,109,1093,55,20.4,63,1.4946,0.5
9/24/2004,6:00:00,1062,915,232,792,83,20.8,62.2,1.5119,1.3
9/24/2004,7:00:00,1418,1328,535,546,114,21.3,61.6,1.5452,3.5
9/24/2004,8:00:00,1600,1641,684,440,137,21.9,60.2,1.56,5.5
9/24/2004,9:00:00,1583,1538,803,461,160,23,56.4,1.5614,5.6
9/24/2004,10:00:00,1338,1305,539,543,138,25.1,49.5,1.5572,3.4
9/24/2004,11:00:00,1285,1252,364,581,134,26.6,44.3,1.5229,3.2
9/24/2004,12:00:00,1376,1359,422,530,143,26.2,46,1.5422,3.7
9/24/2004,13:00:00,1467,1477,483,491,153,25.4,48.7,1.5594,4.6
9/24/2004,14:00:00,1442,1403,496,518,145,25.6,48.3,1.558,4.2
9/24/2004,15:00:00,1358,1277,403,563,123,25.7,47.8,1.5548,3.3
9/24/2004,16:00:00,1222,1133,282,624,96,24.9,49.2,1.5251,2.7
9/24/2004,17:00:00,1134,1017,268,724,107,18.3,75.4,1.5682,2.2
9/24/2004,18:00:00,1120,993,306,725,119,16.3,73.9,1.3601,2.8
9/24/2004,19:00:00,1103,997,293,736,109,15.6,75.7,1.3345,2.9
9/24/2004,20:00:00,985,805,240,895,107,15.4,76.6,1.3334,2
9/24/2004,21:00:00,795,596,93,1227,57,14,75.4,1.1988,0.7
9/24/2004,22:00:00,787,584,99,1317,60,14.9,60.5,1.0213,0.6
9/24/2004,23:00:00,839,701,55,1128,22,15.5,50.9,0.888,1.2
9/25/2004,0:00:00,835,705,19,1117,2,15.6,50,0.8773,1.2
9/25/2004,1:00:00,837,693,26,1096,7,15.4,53.6,0.9326,1.1
9/25/2004,2:00:00,761,563,26,1316,8,15.4,53.9,0.9334,0.6
9/25/2004,3:00:00,718,499,-200,1495,-200,15.3,52.4,0.9017,0.3
9/25/2004,4:00:00,724,495,42,1531,27,15.3,53.1,0.9181,0.3
9/25/2004,5:00:00,718,486,32,1531,14,15.4,53.7,0.9295,0.3
9/25/2004,6:00:00,744,525,25,1434,3,15.5,53.3,0.9308,0.4
9/25/2004,7:00:00,782,591,28,1287,9,15.4,52.7,0.9178,0.6
9/25/2004,8:00:00,798,619,41,1204,14,15.7,51.1,0.9056,0.7
9/25/2004,9:00:00,867,744,130,1067,52,16.9,47.7,0.9142,1
9/25/2004,10:00:00,862,729,173,1103,64,18.2,41.9,0.8674,1.1
9/25/2004,11:00:00,915,834,168,1006,66,19.1,37,0.8104,1.5
9/25/2004,12:00:00,857,813,51,1040,14,19.3,34.8,0.771,1.4
9/25/2004,13:00:00,837,812,31,1065,9,19.8,31.2,0.7127,1.4
9/25/2004,14:00:00,805,740,41,1161,12,19.8,31.1,0.7104,1
9/25/2004,15:00:00,781,705,41,1203,14,20.2,28.6,0.6717,0.9
9/25/2004,16:00:00,815,743,54,1183,21,22.1,24.8,0.6514,1.1
9/25/2004,17:00:00,877,844,112,1048,43,21.1,27.7,0.6853,1.3
9/25/2004,18:00:00,926,935,178,931,62,20.1,30.3,0.7045,1.8
9/25/2004,19:00:00,987,971,218,876,68,19.5,33,0.7384,2.4
9/25/2004,20:00:00,1004,1007,241,848,81,19.3,32.3,0.7163,2.7
9/25/2004,21:00:00,897,875,223,937,88,18.4,33.2,0.6975,1.7
9/25/2004,22:00:00,1002,989,279,840,99,17.8,36.5,0.7366,2.2
9/25/2004,23:00:00,1126,1111,330,746,98,17.8,39.9,0.8035,2.8
9/26/2004,0:00:00,1067,1013,330,794,97,17,43,0.8242,2.4
9/26/2004,1:00:00,1063,1040,341,739,101,15.5,52.2,0.9136,2.5
9/26/2004,2:00:00,915,893,205,872,90,15.6,51.9,0.9135,1.4
9/26/2004,3:00:00,906,885,-200,872,-200,13.5,59.4,0.9176,1.4
9/26/2004,4:00:00,844,786,130,969,61,13.4,59.9,0.9173,-200
9/26/2004,5:00:00,816,739,102,999,55,12.5,63.2,0.9146,0.9
9/26/2004,6:00:00,768,671,79,1128,46,13.6,57.6,0.8941,0.6
9/26/2004,7:00:00,835,785,148,989,56,12.2,63.2,0.8964,1
9/26/2004,8:00:00,944,908,261,865,83,14.6,56.4,0.9319,1.6
9/26/2004,9:00:00,810,651,107,1170,55,19.8,38.6,0.8831,0.9
9/26/2004,10:00:00,819,655,103,1222,47,21.6,33.4,0.8519,0.9
9/26/2004,11:00:00,844,680,122,1147,61,22,32.2,0.8407,1
9/26/2004,12:00:00,846,688,127,1127,58,22.7,30.2,0.8217,1
9/26/2004,13:00:00,842,711,110,1077,59,22.3,30.4,0.8063,0.9
9/26/2004,14:00:00,840,722,98,1048,54,22.1,30.5,0.7981,0.9
9/26/2004,15:00:00,815,657,146,1166,69,22.1,29.5,0.7761,0.9
9/26/2004,16:00:00,838,685,119,1176,54,23.4,27.1,0.7681,0.9
9/26/2004,17:00:00,992,987,234,823,95,23.1,27,0.7538,2.7
9/26/2004,18:00:00,990,891,261,908,99,21.5,31.4,0.7943,2.2
9/26/2004,19:00:00,1066,1004,371,795,127,20.3,35.5,0.833,3.3
9/26/2004,20:00:00,971,870,266,911,98,19.6,36.3,0.8193,2.1
9/26/2004,21:00:00,963,887,268,853,112,18.7,39.7,0.8482,1.8
9/26/2004,22:00:00,1010,925,294,829,115,18,42.7,0.8745,1.9
9/26/2004,23:00:00,1054,978,303,768,114,17.1,47.6,0.9208,2.3
9/27/2004,0:00:00,998,920,241,802,103,16.6,51.3,0.9634,1.9
9/27/2004,1:00:00,919,802,142,891,81,15.9,55.2,0.9881,1.3
9/27/2004,2:00:00,884,764,110,921,75,14.9,58.9,0.9891,1
9/27/2004,3:00:00,803,648,-200,1079,-200,14.1,61,0.9799,0.6
9/27/2004,4:00:00,820,674,104,1024,64,14,62.6,0.9948,0.6
9/27/2004,5:00:00,894,794,179,889,71,14.1,61.7,0.9844,0.9
9/27/2004,6:00:00,988,941,361,801,99,14.4,60.3,0.9802,1.5
9/27/2004,7:00:00,1372,1477,799,542,132,15,57.7,0.9778,5.5
9/27/2004,8:00:00,1209,1262,614,618,135,16.9,50.3,0.958,4
9/27/2004,9:00:00,951,908,275,873,94,19.7,40.2,0.9108,1.8
9/27/2004,10:00:00,992,943,325,847,103,22.2,33.6,0.8886,1.9
9/27/2004,11:00:00,964,947,327,862,123,23.7,29.6,0.8537,1.7
9/27/2004,12:00:00,917,910,252,886,95,21.9,30.7,0.7961,1.6
9/27/2004,13:00:00,937,942,226,852,90,22.3,29.5,0.7838,1.9
9/27/2004,14:00:00,961,949,230,853,99,23.8,27,0.7845,1.6
9/27/2004,15:00:00,969,962,244,829,107,23.3,28.3,0.8012,1.8
9/27/2004,16:00:00,1020,1042,251,788,112,24.2,27.2,0.8128,2
9/27/2004,17:00:00,1107,1219,346,683,132,25.1,25.8,0.8065,3.1
9/27/2004,18:00:00,1119,1233,407,670,148,22.3,29.2,0.7773,3.9
9/27/2004,19:00:00,1173,1322,490,633,158,20.8,32.5,0.7873,4.3
9/27/2004,20:00:00,1097,1144,434,702,145,19.1,36.8,0.8066,3.5
9/27/2004,21:00:00,1018,1024,345,758,128,18.1,39.9,0.8232,2.4
9/27/2004,22:00:00,932,914,192,837,105,17.4,42.8,0.8463,1.5
9/27/2004,23:00:00,897,849,157,891,90,16.7,46.6,0.8793,1.3
9/28/2004,0:00:00,840,758,148,994,85,17.1,46.8,0.9054,1
9/28/2004,1:00:00,802,680,105,1091,73,15.3,51.9,0.8982,0.8
9/28/2004,2:00:00,765,637,141,1138,74,15,52.8,0.8929,0.5
9/28/2004,3:00:00,741,595,-200,1191,-200,14.4,54.5,0.8887,0.4
9/28/2004,4:00:00,748,595,107,1208,61,12.8,59.8,0.8801,0.5
9/28/2004,5:00:00,791,704,166,1057,69,11.9,62.7,0.8726,0.7
9/28/2004,6:00:00,875,871,241,890,82,12.1,62.6,0.8825,1.2
9/28/2004,7:00:00,1085,1164,368,707,120,13.5,58.2,0.8944,2.4
9/28/2004,8:00:00,1268,1482,498,550,135,14.4,55.7,0.9087,4.3
9/28/2004,9:00:00,1236,1332,641,601,152,17.8,45.7,0.9224,4.1
9/28/2004,10:00:00,1274,1294,667,615,177,21,37.2,0.9155,3.7
9/28/2004,11:00:00,1250,1280,550,618,181,24.5,29.8,0.9008,3.4
9/28/2004,12:00:00,1224,1347,483,602,176,26.4,26.4,0.8969,3.8
9/28/2004,13:00:00,1220,1344,524,605,163,25.2,26.8,0.8451,4.1
9/28/2004,14:00:00,1166,1265,481,640,174,26.1,24.8,0.8283,3.4
9/28/2004,15:00:00,1050,1084,305,748,117,26.2,24.4,0.8174,2.3
9/28/2004,16:00:00,1174,1264,396,670,145,28.9,21.3,0.8382,3.2
9/28/2004,17:00:00,1323,1474,501,554,173,28,23.3,0.8681,4.8
9/28/2004,18:00:00,1432,1706,702,488,204,24.7,27.9,0.8559,6.7
9/28/2004,19:00:00,1479,1756,755,466,209,23,33.6,0.9302,7.5
9/28/2004,20:00:00,1309,1379,524,555,175,20.9,45.8,1.1159,4.5
9/28/2004,21:00:00,1089,1037,247,707,129,19.8,48.6,1.113,2.1
9/28/2004,22:00:00,1009,911,196,788,111,19.8,47.7,1.0885,1.5
9/28/2004,23:00:00,930,796,135,883,85,18.6,49.1,1.0435,1.1
9/29/2004,0:00:00,929,805,146,879,86,17.2,53.9,1.0498,1.1
9/29/2004,1:00:00,872,718,106,981,71,16.3,56.8,1.047,0.9
9/29/2004,2:00:00,790,601,70,1150,60,17.4,53.4,1.0541,0.5
9/29/2004,3:00:00,793,581,-200,1169,-200,15.5,58.8,1.0309,0.4
9/29/2004,4:00:00,789,596,62,1145,48,14.6,62.1,1.0236,-200
9/29/2004,5:00:00,769,586,60,1221,45,17.1,52.5,1.013,0.4
9/29/2004,6:00:00,852,713,92,1029,53,15.2,58.3,0.9986,0.7
9/29/2004,7:00:00,1100,1097,277,739,94,14.9,59.2,0.9985,2
9/29/2004,8:00:00,1326,1504,600,510,122,15.1,59,1.0086,4.2
9/29/2004,9:00:00,1433,1518,693,499,170,19,47.8,1.0434,5.2
9/29/2004,10:00:00,1310,1334,617,573,174,22.4,38.8,1.04,3.8
9/29/2004,11:00:00,1304,1272,569,593,191,25.4,33.3,1.0679,3.7
9/29/2004,12:00:00,1286,1286,409,593,179,27.2,30.4,1.081,3.4
9/29/2004,13:00:00,1217,1175,335,621,148,25.5,34.8,1.1152,3.1
9/29/2004,14:00:00,1104,1099,290,698,129,26.4,28.5,0.9658,2.4
9/29/2004,15:00:00,1143,1176,312,677,148,27.7,25.1,0.9158,2.8
9/29/2004,16:00:00,1205,1295,440,626,184,28.6,23.2,0.8917,3.6
9/29/2004,17:00:00,1276,1340,450,597,188,27.2,26.3,0.9317,4
9/29/2004,18:00:00,1440,1573,578,491,204,25.3,33,1.0473,5.6
9/29/2004,19:00:00,1467,1643,615,467,201,23.2,36.9,1.0346,6.3
9/29/2004,20:00:00,1339,1373,536,541,165,21.6,43.3,1.1019,4.7
9/29/2004,21:00:00,1108,1061,238,685,133,21.1,44.8,1.1088,1.9
9/29/2004,22:00:00,1116,1012,249,699,125,19.7,49.3,1.1148,1.9
9/29/2004,23:00:00,981,860,150,812,101,20.3,47.8,1.1281,1.2
9/30/2004,0:00:00,947,798,108,869,79,19.4,50.3,1.1201,0.9
9/30/2004,1:00:00,939,776,-200,879,-200,18.3,53.1,1.1056,-200
9/30/2004,2:00:00,862,644,-200,1030,-200,17.5,56.1,1.1103,-200
9/30/2004,3:00:00,827,577,-200,1138,-200,19.2,50.3,1.1087,-200
9/30/2004,4:00:00,879,611,-200,1036,-200,16.6,59.6,1.117,-200
9/30/2004,5:00:00,911,710,-200,932,-200,17.5,57.1,1.1311,-200
9/30/2004,6:00:00,1051,901,-200,778,-200,17.6,57.6,1.1471,-200
9/30/2004,7:00:00,1496,1425,-200,520,-200,18,57,1.1665,-200
9/30/2004,8:00:00,1610,1692,-200,436,-200,18.5,55.9,1.1779,-200
9/30/2004,9:00:00,1428,1321,-200,544,-200,18.6,57.2,1.2146,-200
9/30/2004,10:00:00,1459,1356,-200,525,-200,20.2,53,1.2407,-200
9/30/2004,11:00:00,1486,1390,-200,504,-200,21.3,50.1,1.2539,-200
9/30/2004,12:00:00,1158,1008,-200,695,-200,24.6,42.8,1.3053,1.7
9/30/2004,13:00:00,1200,1021,223,678,101,24.6,44.1,1.3477,1.7
9/30/2004,14:00:00,1290,1151,267,613,113,25.6,43.4,1.4049,2.2
9/30/2004,15:00:00,1366,1223,308,578,121,26.1,42.6,1.4172,2.8
9/30/2004,16:00:00,1505,1388,422,516,146,25.8,44.8,1.4644,3.9
9/30/2004,17:00:00,1728,1683,623,419,188,25.4,47.9,1.5346,6.5
9/30/2004,18:00:00,1673,1643,572,436,182,24.6,50,1.5241,6.3
9/30/2004,19:00:00,1636,1553,514,449,166,23.6,54.4,1.5687,5.7
9/30/2004,20:00:00,1468,1296,414,529,142,22.6,59.5,1.6155,4.4
9/30/2004,21:00:00,1180,997,143,677,84,22.1,61.3,1.6133,1.6
9/30/2004,22:00:00,1138,938,147,700,87,22.1,61.3,1.6053,1.5
9/30/2004,23:00:00,1192,1004,159,665,91,21.1,64.7,1.5956,1.7
10/1/2004,0:00:00,1176,993,206,659,91,20.3,66.4,1.5591,1.9
10/1/2004,1:00:00,1137,967,140,687,74,19.4,69.3,1.5418,1.6
10/1/2004,2:00:00,1035,851,132,764,69,19,70.8,1.5417,1.3
10/1/2004,3:00:00,943,709,-200,893,-200,20.2,65.8,1.5442,0.8
10/1/2004,4:00:00,904,655,81,968,54,19.8,67.2,1.5322,0.6
10/1/2004,5:00:00,966,726,120,872,60,19,70.3,1.5308,0.7
10/1/2004,6:00:00,1124,972,279,674,69,18.8,71.8,1.5372,1.6
10/1/2004,7:00:00,1348,1217,392,559,91,20.2,66.3,1.555,2.9
10/1/2004,8:00:00,1499,1501,433,469,97,20.8,64.3,1.563,4.1
10/1/2004,9:00:00,1427,1311,531,503,114,22.3,59.3,1.5705,3.7
10/1/2004,10:00:00,1473,1330,619,497,129,23.2,56.6,1.5929,3.6
10/1/2004,11:00:00,1440,1294,522,506,137,23.8,54.7,1.587,3.4
10/1/2004,12:00:00,1474,1326,505,485,134,23.5,56.2,1.6048,3.7
10/1/2004,13:00:00,1485,1359,465,477,132,23.9,54.4,1.5963,4.1
10/1/2004,14:00:00,-200,-200,383,-200,123,-200,-200,-200,3.2
10/1/2004,15:00:00,1306,1079,278,603,105,25.4,47.4,1.517,2.4
10/1/2004,16:00:00,1464,1251,372,530,136,26.4,45.4,1.54,3.4
10/1/2004,17:00:00,1629,1466,540,458,169,25.8,46.9,1.5375,5.6
10/1/2004,18:00:00,1629,1536,-200,435,-200,25.3,49.6,1.5805,-200
10/1/2004,19:00:00,1707,1637,-200,411,-200,24.2,54.3,1.6117,-200
10/1/2004,20:00:00,1424,1293,-200,524,-200,22.8,58.1,1.5951,-200
10/1/2004,21:00:00,1297,1100,-200,598,-200,21.5,63.2,1.5993,-200
10/1/2004,22:00:00,1214,1022,-200,645,-200,21.3,63,1.5798,-200
10/1/2004,23:00:00,1160,944,-200,686,-200,20.8,64.1,1.554,-200
10/2/2004,0:00:00,1232,1012,-200,642,-200,20.6,64,1.5346,-200
10/2/2004,1:00:00,1134,914,-200,699,-200,20.6,63.4,1.519,-200
10/2/2004,2:00:00,1071,860,-200,742,-200,20.4,64.4,1.522,-200
10/2/2004,3:00:00,968,730,-200,858,-200,21.3,61,1.529,-200
10/2/2004,4:00:00,994,711,-200,867,-200,20.5,64,1.5247,-200
10/2/2004,5:00:00,1046,804,-200,774,-200,20.3,65.3,1.5321,-200
10/2/2004,6:00:00,1066,827,-200,751,-200,20.1,65.9,1.5321,-200
10/2/2004,7:00:00,1277,1061,-200,612,-200,20.2,65.6,1.5368,-200
10/2/2004,8:00:00,1290,1093,-200,592,-200,21.1,62.8,1.5481,-200
10/2/2004,9:00:00,1268,1066,-200,608,-200,22.5,57.5,1.5518,-200
10/2/2004,10:00:00,1243,997,-200,648,-200,24.2,51.9,1.5426,-200
10/2/2004,11:00:00,1300,1053,-200,614,-200,25.2,48.9,1.5437,-200
10/2/2004,12:00:00,1278,1053,-200,630,-200,25.8,47.8,1.5662,-200
10/2/2004,13:00:00,1249,1023,-200,639,-200,25.7,49.2,1.5988,-200
10/2/2004,14:00:00,1145,867,-200,739,-200,25.8,49.6,1.6213,-200
10/2/2004,15:00:00,1199,928,-200,704,-200,25.7,48.8,1.5913,-200
10/2/2004,16:00:00,1236,962,-200,690,-200,26.5,45.9,1.5626,-200
10/2/2004,17:00:00,1289,1037,-200,638,-200,25.4,48.9,1.565,-200
10/2/2004,18:00:00,1299,1072,-200,617,-200,24.4,52.5,1.583,-200
10/2/2004,19:00:00,1506,1315,-200,512,-200,23.9,54.6,1.5936,-200
10/2/2004,20:00:00,1432,1234,-200,553,-200,22.9,57.9,1.5958,-200
10/2/2004,21:00:00,1193,1021,-200,666,-200,22.1,61.1,1.6012,-200
10/2/2004,22:00:00,1188,1007,-200,668,-200,20.8,65.6,1.5898,-200
10/2/2004,23:00:00,1162,953,-200,691,-200,21.7,60.8,1.563,-200
10/3/2004,0:00:00,1106,921,-200,720,-200,21.1,62.8,1.5505,-200
10/3/2004,1:00:00,1037,836,-200,788,-200,20.7,63.2,1.524,-200
10/3/2004,2:00:00,982,768,-200,850,-200,21.2,61.5,1.5241,-200
10/3/2004,3:00:00,944,740,-200,881,-200,20.3,64.6,1.518,-200
10/3/2004,4:00:00,929,703,-200,908,-200,20.2,64.4,1.5035,-200
10/3/2004,5:00:00,906,672,-200,948,-200,20.1,65.3,1.5153,-200
10/3/2004,6:00:00,907,665,-200,972,-200,19.9,66,1.5141,-200
10/3/2004,7:00:00,1013,781,-200,829,-200,19.8,66.4,1.5145,-200
10/3/2004,8:00:00,1055,795,-200,800,-200,20.4,64.1,1.5178,-200
10/3/2004,9:00:00,1138,880,-200,727,-200,21.6,60.8,1.5496,-200
10/3/2004,10:00:00,1250,1003,-200,647,-200,23.5,54.5,1.5553,-200
10/3/2004,11:00:00,1165,916,-200,711,-200,25.7,46.6,1.5105,-200
10/3/2004,12:00:00,1229,1025,-200,663,-200,26.6,43.7,1.5031,-200
10/3/2004,13:00:00,1168,911,-200,715,-200,27.4,41.8,1.5056,-200
10/3/2004,14:00:00,1092,814,-200,794,-200,27.4,42.8,1.5344,-200
10/3/2004,15:00:00,1109,843,-200,769,-200,27.1,43.3,1.5255,-200
10/3/2004,16:00:00,1133,823,-200,775,-200,26.9,44.4,1.551,-200
