,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Car
13778,Sunshine West,1/54 Whitesides Av,3,h,475000.0,S,Douglas,13/05/2017,13.5,2.0
13779,Sunshine West,4/58 Callaway Bvd,1,u,1050173.344955408,W,RW,20/05/2017,13.5,1.0
13780,Sunshine West,15 Bell St,3,h,1050173.344955408,SN,Barry,22/04/2017,13.5,2.0
13781,Sunshine West,13 Murray St,3,h,700000.0,PI,Douglas,22/04/2017,13.5,2.0
13782,Sunshine West,133 David Dr,3,t,521000.0,S,Bells,29/04/2017,13.5,2.0
13783,Sunshine West,100 Links St,3,h,571000.0,S,GL,29/04/2017,13.5,1.0
13784,Sunshine West,4/2 Smart St,2,u,270000.0,S,S&L,29/04/2017,13.5,2.0
13785,Sunshine West,7 The Mews,3,h,710000.0,SP,S&L,29/04/2017,13.5,4.0
13786,Surrey Hills,3/700 Canterbury Rd,2,u,682000.0,S,Ham,6/05/2017,11.2,2.0
13787,Surrey Hills,1/251 Elgar Rd,3,h,1100000.0,VB,Jellis,6/05/2017,11.2,2.0
13788,Surrey Hills,17 Kent Rd,4,h,1050173.344955408,S,Marshall,8/04/2017,11.2,2.0
13789,Surrey Hills,2/35 Boisdale St,2,u,825000.0,S,Fletchers,13/05/2017,11.2,2.0
13790,Surrey Hills,61 Broughton Rd,3,h,1525000.0,S,Fletchers,13/05/2017,11.2,2.0
13791,Surrey Hills,1/300 Canterbury Rd,2,u,1050173.344955408,PI,Fletchers,13/05/2017,11.2,2.0
13792,Surrey Hills,18 Empress Rd,2,h,1260000.0,SP,Jellis,13/05/2017,11.2,0.0
13793,Surrey Hills,16 Norfolk Rd,4,h,1050173.344955408,SN,Bekdon,13/05/2017,11.2,2.0
13794,Surrey Hills,113 Warrigal Rd,5,h,1050173.344955408,S,Woodards,13/05/2017,11.2,4.0
13795,Surrey Hills,29 Weybridge St,4,h,2360000.0,S,Marshall,13/05/2017,11.2,2.0
13796,Surrey Hills,1/6 Blackburn St,2,h,1250000.0,SP,Fletchers,20/05/2017,11.2,1.0
13797,Surrey Hills,26 Everton Gr,4,h,1490000.0,S,Noel,20/05/2017,11.2,4.0
13798,Surrey Hills,13 Graham St,3,h,1050173.344955408,SN,Woodards,20/05/2017,11.2,2.0
13799,Surrey Hills,73 Middlesex Rd,4,h,1050173.344955408,S,Jellis,20/05/2017,11.2,3.0
13800,Surrey Hills,5 Royal La,3,h,1100000.0,PI,Ray,20/05/2017,11.2,2.0
13801,Surrey Hills,6A Thistle St,4,h,1600000.0,PI,Marshall,20/05/2017,11.2,2.0
13802,Surrey Hills,1 Vincent St,4,h,1050173.344955408,SN,Kay,20/05/2017,11.2,2.0
13803,Surrey Hills,68 Weybridge St,3,h,1652000.0,S,Kay,20/05/2017,11.2,2.0
13804,Surrey Hills,4/537 Whitehorse Rd,2,u,925000.0,VB,Noel,20/05/2017,11.2,2.0
13805,Surrey Hills,1 Wilson St,4,h,1050173.344955408,S,Marshall,20/05/2017,11.2,2.0
13806,Surrey Hills,15 Durham Rd,4,h,1050173.344955408,SN,Woodards,22/04/2017,11.2,4.0
13807,Surrey Hills,49 Boisdale St,3,h,1050173.344955408,SN,Woodards,29/04/2017,11.2,2.0
13808,Surrey Hills,8 Durham Rd,4,h,2370000.0,PI,Jellis,29/04/2017,11.2,2.0
13809,Templestowe Lower,2/92 Foote St,3,t,940000.0,PI,Jellis,6/05/2017,13.8,3.0
13810,Templestowe Lower,6 Jean St,3,h,1503500.0,S,Noel,6/05/2017,13.8,1.0
13811,Templestowe Lower,8 Esther St,3,t,950000.0,VB,hockingstuart,8/04/2017,13.8,2.0
13812,Templestowe Lower,4 Michael St,3,h,1370000.0,S,Barry,8/04/2017,13.8,2.0
13813,Templestowe Lower,5 Fran Ct,4,h,1181000.0,SP,Parkes,13/05/2017,13.8,2.0
13814,Templestowe Lower,21 Rooney St,3,h,1385000.0,S,Barry,13/05/2017,13.8,2.0
13815,Templestowe Lower,8 Eagle Ri,3,h,1230000.0,S,Ray,20/05/2017,13.8,2.0
13816,Templestowe Lower,19 Kanooka Av,3,h,1340000.0,S,Biggin,20/05/2017,13.8,2.0
13817,Templestowe Lower,30 Lowan Av,3,h,1050173.344955408,S,Jellis,20/05/2017,13.8,2.0
13818,Templestowe Lower,258 Thompsons Rd,3,h,1180000.0,S,Philip,20/05/2017,13.8,3.0
13819,Templestowe Lower,8 Andromeda Wy,4,h,1647000.0,S,Barry,22/04/2017,13.8,2.0
13820,Templestowe Lower,30 Parker St,4,h,1050173.344955408,S,Barry,22/04/2017,13.8,2.0
13821,Templestowe Lower,33 Sinclair Av,4,h,1550000.0,S,Ray,22/04/2017,13.8,2.0
13822,Templestowe Lower,254 Thompsons Rd,4,h,1302000.0,S,Ray,22/04/2017,13.8,2.0
13823,Templestowe Lower,11 Airdrie Ct,5,h,1775000.0,S,Jellis,29/04/2017,13.8,2.0
13824,Templestowe Lower,42 Jacana Av,4,h,1611000.0,S,Barry,29/04/2017,13.8,2.0
13825,Templestowe Lower,12 Rose Av,3,t,975000.0,PI,Jellis,29/04/2017,13.8,2.0
13826,Thornbury,8/350 Gooch St,3,u,750000.0,SP,McGrath,6/05/2017,6.5,2.0
13827,Thornbury,154 Normanby Av,3,h,765000.0,SP,Nelson,6/05/2017,6.5,2.0
13828,Thornbury,177 Raleigh St,3,h,1750000.0,S,McGrath,6/05/2017,6.5,3.0
13829,Thornbury,129 Collins St,3,h,1345000.0,S,Love,8/04/2017,6.5,4.0
13830,Thornbury,104 Mansfield St,3,h,1080000.0,S,Miles,8/04/2017,6.5,1.0
13831,Thornbury,42 Newman St,5,h,1050173.344955408,S,Nelson,8/04/2017,6.5,2.0
13832,Thornbury,145 Shaftesbury Pde,3,h,1195000.0,S,Love,8/04/2017,6.5,2.0
13833,Thornbury,4/2 Strettle St,2,u,716000.0,S,Love,8/04/2017,6.5,1.0
13834,Thornbury,6 Boyd St,3,h,1050173.344955408,SN,Miles,13/05/2017,6.5,1.0
13835,Thornbury,9 Ethel St,3,t,865000.0,S,buyMyplace,13/05/2017,6.5,2.0
13836,Thornbury,1/73 Flinders St,2,u,462000.0,S,Nelson,13/05/2017,6.5,1.0
13837,Thornbury,107 Hutton St,3,h,1100000.0,PI,Woodards,13/05/2017,6.5,1.0
13838,Thornbury,221 Mansfield St,4,h,1635000.0,S,Jellis,13/05/2017,6.5,2.0
13839,Thornbury,3/1 Smith St,3,t,998000.0,SP,Jellis,13/05/2017,6.5,1.0
13840,Thornbury,3/31 Clapham St,2,u,600000.0,S,Love,20/05/2017,6.5,1.0
13841,Thornbury,35D Clapham St,3,h,1346000.0,S,Nelson,20/05/2017,6.5,2.0
13842,Thornbury,171 Mansfield St,3,h,1130000.0,S,Jellis,20/05/2017,6.5,1.0
13843,Thornbury,140 Raleigh St,4,h,1050173.344955408,S,Jellis,20/05/2017,6.5,0.0
13844,Thornbury,292 Rathmines St,3,h,1275000.0,PI,Jellis,20/05/2017,6.5,2.0
13845,Thornbury,10 Speight St,3,h,1200000.0,S,Woodards,20/05/2017,6.5,1.0
13846,Thornbury,111 Speight St,3,h,1050173.344955408,S,Nelson,20/05/2017,6.5,2.0
13847,Thornbury,9 Speight St,4,h,1050173.344955408,SN,McGrath,20/05/2017,6.5,2.0
13848,Thornbury,140 Dundas St,2,h,915000.0,S,Love,22/04/2017,6.5,1.0
13849,Thornbury,199 Mansfield St,1,u,300000.0,SP,McGrath,22/04/2017,6.5,1.0
13850,Thornbury,2/33 Swift St,2,t,1050000.0,SP,McGrath,22/04/2017,6.5,2.0
13851,Thornbury,1/44 Hammond St,3,u,880000.0,SP,McGrath,29/04/2017,6.5,2.0
13852,Thornbury,58 Leinster Gr,2,t,960000.0,S,Jellis,29/04/2017,6.5,2.0
13853,Thornbury,4/114 Normanby Av,2,u,421000.0,SP,Nelson,29/04/2017,6.5,2.0
13854,Thornbury,5 Shaftesbury Pde,2,h,1260000.0,S,Nelson,29/04/2017,6.5,0.0
13855,Thornbury,68 Wilmoth St,2,h,1100000.0,SP,McGrath,29/04/2017,6.5,1.0
13856,Viewbank,8 Graham Rd,3,h,810000.0,VB,Miles,6/05/2017,13.8,1.0
13857,Viewbank,23 Kuranga Rd,4,h,1140000.0,S,Miles,8/04/2017,13.8,4.0
13858,Viewbank,6 Dawn Ct,4,h,1003000.0,S,Nelson,20/05/2017,13.8,2.0
13859,Viewbank,123 Graham Rd,3,h,1050173.344955408,SP,Christou,20/05/2017,13.8,2.0
13860,Viewbank,18 Willa Av,4,h,1050173.344955408,SN,Miles,20/05/2017,13.8,2.0
13861,Viewbank,9 Rockaway Dr,4,h,1155000.0,PI,Fletchers,22/04/2017,13.8,3.0
13862,Viewbank,174 Graham Rd,3,h,1050173.344955408,SN,Barry,29/04/2017,13.8,0.0
13863,Watsonia,28 Curtis Av,4,h,1193000.0,S,Ray,6/05/2017,14.9,2.0
13864,Watsonia,60 Orana Dr,3,h,880000.0,S,Barry,6/05/2017,14.9,4.0
13865,Watsonia,5 Regis Ct,5,h,826000.0,S,Barry,6/05/2017,14.9,2.0
13866,Watsonia,12 Black St,4,h,952000.0,S,Barry,8/04/2017,14.9,2.0
13867,Watsonia,2/42 Wattle Dr,3,h,677500.0,S,Buckingham,8/04/2017,14.9,2.0
13868,Watsonia,24 Dunn St,3,h,1050173.344955408,PI,Buckingham,13/05/2017,14.9,2.0
13869,Watsonia,25 Bungay St,4,h,761000.0,S,LJ,22/04/2017,14.9,2.0
13870,Watsonia,8 Castlereagh Pl,3,h,715000.0,SP,Barry,22/04/2017,14.9,2.0
13871,Watsonia,5 Daours Ct,4,h,932500.0,S,Miles,22/04/2017,14.9,2.0
13872,Watsonia,25 High St,3,h,895000.0,S,Barry,29/04/2017,14.9,2.0
13873,West Footscray,61 Clive St,4,h,1435000.0,S,Village,6/05/2017,8.2,2.0
13874,West Footscray,4/8 Margot St,2,h,470000.0,SP,Greg,6/05/2017,8.2,1.0
13875,West Footscray,6/350 Somerville Rd,2,h,502000.0,S,Sweeney,6/05/2017,8.2,1.0
13876,West Footscray,14 Ashley St,4,h,1050173.344955408,SN,Village,8/04/2017,8.2,2.0
13877,West Footscray,2/663 Barkly St,3,u,580000.0,SP,Jas,8/04/2017,8.2,0.0
13878,West Footscray,4/667 Barkly St,1,u,375000.0,S,Burnham,8/04/2017,8.2,1.0
13879,West Footscray,17 Braid St,2,h,650000.0,VB,Sweeney,8/04/2017,8.2,1.0
13880,West Footscray,17/24 Dongola Rd,3,t,815000.0,S,McGrath,8/04/2017,8.2,2.0
13881,West Footscray,10 Neil St,4,h,970000.0,PI,Biggin,8/04/2017,8.2,2.0
13882,West Footscray,120 Rupert St,4,h,1050173.344955408,SN,Village,8/04/2017,8.2,2.0
13883,West Footscray,15 Rupert St,4,h,1325000.0,S,hockingstuart,8/04/2017,8.2,4.0
13884,West Footscray,25 Tucker St,3,h,890000.0,S,Biggin,13/05/2017,8.2,3.0
13885,West Footscray,16 Dove St,3,h,900000.0,S,hockingstuart,20/05/2017,8.2,0.0
13886,West Footscray,4/38 Hampton Pde,2,u,266000.0,S,Sweeney,20/05/2017,8.2,1.0
13887,West Footscray,16 Hope St,3,h,830000.0,PI,Burnham,20/05/2017,8.2,0.0
13888,West Footscray,91 Suffolk St,2,h,888000.0,PI,Sweeney,20/05/2017,8.2,2.0
13889,West Footscray,106 Summerhill Rd,3,h,1040000.0,S,Jas,20/05/2017,8.2,1.0
13890,West Footscray,4/624 Barkly St,2,u,490000.0,S,Village,22/04/2017,8.2,1.0
13891,West Footscray,1 Dongola Rd,3,h,935000.0,S,Jas,22/04/2017,8.2,2.0
13892,West Footscray,14 Stanhope St,3,h,975000.0,S,Jas,22/04/2017,8.2,0.0
13893,West Footscray,85 Stanhope St,2,h,1050173.344955408,S,Burnham,22/04/2017,8.2,3.0
13894,West Footscray,1/35 Hampton Pde,2,u,1050173.344955408,PI,Gunn&Co,29/04/2017,8.2,1.0
13895,West Footscray,8/132 Rupert St,1,u,185000.0,PI,Jas,29/04/2017,8.2,1.0
13896,Williamstown,44 Electra St,4,h,2165000.0,SP,Greg,6/05/2017,8.0,2.0
13897,Williamstown,8 Jobson St,3,h,1245000.0,S,hockingstuart,6/05/2017,8.0,2.0
13898,Williamstown,73a Victoria St,4,h,2075000.0,SP,Greg,6/05/2017,8.0,2.0
13899,Williamstown,2/77 Dover Rd,2,u,543000.0,S,Williams,8/04/2017,8.0,1.0
13900,Williamstown,8 Princes St,3,h,1150000.0,SP,Jas,8/04/2017,8.0,0.0
13901,Williamstown,35 Railway Pl,3,h,1290000.0,S,RT,8/04/2017,8.0,0.0
13902,Williamstown,2/170 Cecil St,2,h,1000000.0,S,Raine,13/05/2017,8.0,2.0
13903,Williamstown,10 Crofton Dr,5,h,2040000.0,S,Greg,13/05/2017,8.0,2.0
13904,Williamstown,4 Laverton St,3,h,1050173.344955408,SP,Williams,13/05/2017,8.0,2.0
13905,Williamstown,60 Merrett Dr,4,h,1412000.0,SP,Williams,13/05/2017,8.0,4.0
13906,Williamstown,8/97 Verdon St,2,u,465000.0,S,Raine,13/05/2017,8.0,1.0
13907,Williamstown,33 Anzac Cr,3,h,1810000.0,PI,Sweeney,20/05/2017,8.0,2.0
13908,Williamstown,2/47 Power St,2,h,855000.0,S,Williams,20/05/2017,8.0,1.0
13909,Williamstown,12/53 Morris St,2,u,550000.0,SP,Williams,22/04/2017,8.0,2.0
13910,Williamstown,9/99 Verdon St,2,u,490000.0,S,Village,22/04/2017,8.0,1.0
13911,Williamstown,6 Caspian Tce,4,h,1200000.0,SP,Village,29/04/2017,8.0,2.0
13912,Williamstown,240 Coogee La,3,h,1330000.0,S,Greg,29/04/2017,8.0,2.0
13913,Williamstown,15 Kingshott Cl,4,h,1500000.0,VB,Greg,29/04/2017,8.0,2.0
13914,Williamstown,165 Osborne St,4,h,1630000.0,S,Sweeney,29/04/2017,8.0,2.0
13915,Yarraville,76 Castlemaine St,3,h,935000.0,S,Jas,6/05/2017,7.0,0.0
13916,Yarraville,8 Gordon Pde,3,h,990000.0,S,Jas,6/05/2017,7.0,2.0
13917,Yarraville,92 Simpson St,2,h,950000.0,SP,Village,6/05/2017,7.0,0.0
13918,Yarraville,15 Freame St,2,h,1196000.0,S,Greg,8/04/2017,7.0,2.0
13919,Yarraville,1/17 Gordon Pde,2,h,470000.0,S,Sweeney,8/04/2017,7.0,1.0
13920,Yarraville,14 Lennox St,3,h,1131500.0,SP,Jas,8/04/2017,7.0,1.0
13921,Yarraville,73 Ofarrell St,3,h,1050173.344955408,PI,Village,8/04/2017,7.0,2.0
13922,Yarraville,54 Tongue St,4,h,2035000.0,S,Jas,8/04/2017,7.0,0.0
13923,Yarraville,29 Wilson St,3,h,935000.0,S,Jas,8/04/2017,7.0,0.0
13924,Yarraville,260 Francis St,3,h,892000.0,S,Village,13/05/2017,7.0,2.0
13925,Yarraville,6/17 Gordon Pde,1,u,1050173.344955408,PI,hockingstuart,13/05/2017,7.0,1.0
13926,Yarraville,1 Highgate St,4,h,985500.0,S,Jas,13/05/2017,7.0,5.0
13927,Yarraville,2/150 Hyde St,2,u,650000.0,SP,Jas,13/05/2017,7.0,2.0
13928,Yarraville,1/6 Jepson St,3,t,1070000.0,S,Jas,13/05/2017,7.0,2.0
13929,Yarraville,10/51 Stephen St,2,u,397000.0,S,Village,13/05/2017,7.0,1.0
13930,Yarraville,33 Bromyard St,2,h,1035000.0,S,Sweeney,20/05/2017,7.0,3.0
13931,Yarraville,26 Buninyong St,3,h,1370000.0,S,Greg,20/05/2017,7.0,2.0
13932,Yarraville,455 Geelong Rd,2,h,650000.0,PI,Village,20/05/2017,7.0,2.0
13933,Yarraville,96 Hamilton St,2,h,820000.0,PI,Village,20/05/2017,7.0,0.0
13934,Yarraville,292 Hyde St,3,h,750000.0,PI,McGrath,20/05/2017,7.0,1.0
13935,Yarraville,2/10 Schild St,2,u,497600.0,SP,Jas,20/05/2017,7.0,1.0
13936,Yarraville,183 Stephen St,3,h,970000.0,S,Raine,20/05/2017,7.0,0.0
13937,Yarraville,19 Stephen St,3,h,1050173.344955408,S,Jas,20/05/2017,7.0,0.0
13938,Yarraville,66 Drew St,2,h,1256000.0,S,hockingstuart,22/04/2017,7.0,3.0
13939,Yarraville,3/11 Fielding St,3,t,1120000.0,S,hockingstuart,22/04/2017,7.0,0.0
13940,Yarraville,38 Stanger St,4,t,930000.0,PI,hockingstuart,22/04/2017,7.0,2.0
13941,Yarraville,2C Castlemaine St,3,h,1425000.0,PI,Jas,29/04/2017,7.0,2.0
13942,Yarraville,40 Kingston St,3,h,872500.0,SP,Jas,29/04/2017,7.0,2.0
13943,Yarraville,46 MacKay St,4,h,1455000.0,S,Village,29/04/2017,7.0,1.0
13944,Yarraville,12/35 Princess St,1,u,331000.0,S,Jas,29/04/2017,7.0,1.0
13945,Yarraville,10 Salisbury St,3,h,950000.0,S,Sweeney,29/04/2017,7.0,2.0
13946,Abbotsford,47 Nicholson St,3,h,1050173.344955408,PI,Biggin,8/04/2017,2.5,2.0
13947,Abbotsford,45 Trenerry Cr,3,h,1800000.0,SP,Biggin,8/04/2017,2.5,2.0
13948,Abbotsford,132 Vere St,3,h,1000000.0,SP,Biggin,8/04/2017,2.5,0.0
13949,Abbotsford,25 Paterson St,3,h,1050173.344955408,S,Nelson,13/05/2017,2.5,2.0
13950,Abbotsford,53 Studley St,2,h,1271000.0,S,Biggin,13/05/2017,2.5,2.0
13951,Abbotsford,43/84 Trenerry Cr,2,h,745000.0,SP,Biggin,13/05/2017,2.5,2.0
13952,Abbotsford,6/205 Gipps St,2,u,870000.0,S,Biggin,20/05/2017,2.5,1.0
13953,Abbotsford,67B Park St,3,t,1270000.0,S,Beller,20/05/2017,2.5,2.0
13954,Abbotsford,114/88 Trenerry Cr,2,u,1050173.344955408,PI,Jellis,22/04/2017,2.5,2.0
13955,Abbotsford,24 Cooke St,2,h,1050000.0,S,Jellis,29/04/2017,2.5,0.0
13956,Abbotsford,198 Gipps St,2,h,1242000.0,S,Nelson,29/04/2017,2.5,1.0
13957,Abbotsford,22 Lulie St,3,h,1165000.0,S,Jellis,29/04/2017,2.5,0.0
13958,Airport West,48 Bedford St,3,h,872500.0,S,Nelson,8/04/2017,13.5,1.0
13959,Airport West,33 Green St,3,h,720000.0,S,Brad,8/04/2017,13.5,2.0
13960,Airport West,10A Laurence Av,3,h,866000.0,S,Barry,13/05/2017,13.5,2.0
13961,Airport West,66 Bowes Av,3,h,905000.0,S,Barry,29/04/2017,13.5,2.0
13962,Airport West,25 Clydesdale Rd,3,h,985000.0,S,McDonald,29/04/2017,13.5,1.0
13963,Airport West,67 Halsey Rd,3,h,510000.0,VB,Nelson,29/04/2017,13.5,1.0
13964,Airport West,2/80 Hawker St,2,u,480000.0,VB,Barry,29/04/2017,13.5,1.0
13965,Airport West,1/12 Laurence Av,3,t,723000.0,S,Nelson,29/04/2017,13.5,2.0
13966,Albion,26 Wyalong St,3,h,800000.0,S,Bells,8/04/2017,13.9,5.0
13967,Albion,1/141 Anderson Rd,2,u,420000.0,S,Bells,13/05/2017,13.9,1.0
13968,Albion,76 Forrest St,3,h,700000.0,S,Douglas,13/05/2017,13.9,2.0
13969,Albion,2/36 Selwyn St,3,u,580000.0,PI,Douglas,13/05/2017,13.9,2.0
13970,Albion,1/121 Anderson Rd,1,u,200000.0,VB,FN,20/05/2017,13.9,1.0
13971,Albion,67 Norwood St,3,h,621000.0,S,hockingstuart,20/05/2017,13.9,3.0
13972,Albion,2/62 Selwyn St,3,u,600000.0,SA,Douglas,20/05/2017,13.9,1.0
13973,Altona,7 Cowra St,3,h,840000.0,SP,hockingstuart,8/04/2017,13.8,2.0
13974,Altona,8 Logan Av,4,h,925000.0,S,Greg,8/04/2017,13.8,2.0
13975,Altona,196 Blyth St,5,h,1480000.0,SP,Greg,13/05/2017,13.8,4.0
13976,Altona,14 Emu Av,5,h,1850000.0,S,Greg,20/05/2017,13.8,2.0
13977,Altona,2/214 Queen St,2,t,600000.0,SP,hockingstuart,20/05/2017,13.8,2.0
13978,Altona,3/8 Rayner St,2,t,597500.0,S,hockingstuart,22/04/2017,13.8,2.0
13979,Altona,1C Boyd St,2,t,1050173.344955408,SN,Greg,29/04/2017,13.8,1.0
13980,Altona,12 Kookaburra St,3,h,1165000.0,S,Greg,29/04/2017,13.8,2.0
13981,Altona,13 Linnet St,4,h,1295000.0,S,Greg,29/04/2017,13.8,2.0
13982,Ashburton,53 Gloucester Rd,2,h,1450000.0,S,Woodards,8/04/2017,11.0,1.0
13983,Ashburton,2a Liberator St,2,u,925000.0,S,Jellis,8/04/2017,11.0,2.0
13984,Ashburton,23 Solway St,4,h,2220000.0,S,Marshall,13/05/2017,11.0,2.0
13985,Ashburton,17 Warner Av,3,h,1510000.0,S,Jellis,13/05/2017,11.0,2.0
13986,Ashburton,24 Baird St,3,h,1912500.0,S,Jellis,22/04/2017,11.0,2.0
13987,Ashburton,2/444 Warrigal Rd,2,u,1050173.344955408,SP,Fletchers,22/04/2017,11.0,1.0
13988,Ashburton,7 Orford Rd,3,h,1050173.344955408,S,Fletchers,29/04/2017,11.0,2.0
13989,Ashburton,11 Poulter St,4,h,2085000.0,PI,Buxton,29/04/2017,11.0,2.0
13990,Balwyn,2/26 Brenbeal St,3,h,1050173.344955408,S,Jellis,8/04/2017,9.7,2.0
13991,Balwyn,3/18 Clapham St,2,u,1050173.344955408,SN,hockingstuart,8/04/2017,9.7,1.0
13992,Balwyn,10A Head St,3,h,1380000.0,S,Barry,8/04/2017,9.7,1.0
13993,Balwyn,14/8 Parring Rd,3,u,830000.0,PI,RT,8/04/2017,9.7,2.0
13994,Balwyn,2/537 Whitehorse Rd,2,u,850000.0,S,Noel,8/04/2017,9.7,2.0
13995,Balwyn,16 Belgrove Av,3,h,1050173.344955408,S,Marshall,13/05/2017,9.7,2.0
13996,Balwyn,4/5 Caravan St,3,h,1135000.0,S,Marshall,13/05/2017,9.7,2.0
13997,Balwyn,128 Gordon St,4,h,1050173.344955408,S,Noel,13/05/2017,9.7,2.0
13998,Balwyn,148 Yarrbat Av,3,h,2000000.0,S,Fletchers,13/05/2017,9.7,2.0
13999,Balwyn,11 Belgrove Av,5,h,1050173.344955408,S,Marshall,20/05/2017,9.7,2.0
14000,Balwyn,2/15 Pryton Ct,2,u,825000.0,PI,Biggin,20/05/2017,9.7,2.0
14001,Balwyn,2 Reid St,4,h,1050173.344955408,SP,Jellis,20/05/2017,9.7,4.0
14002,Balwyn,14A Wills St,3,u,1300000.0,S,Noel,20/05/2017,9.7,2.0
14003,Balwyn,12 Power St,3,h,1670000.0,PI,Fletchers,22/04/2017,9.7,1.0
14004,Balwyn,27A Yerrin St,3,t,1680000.0,S,Fletchers,22/04/2017,9.7,1.0
14005,Balwyn,8 Grant Av,3,h,1525000.0,S,Jellis,29/04/2017,9.7,2.0
14006,Brooklyn,5/10 Heather Av,2,u,347500.0,SP,hockingstuart,8/04/2017,10.9,2.0
14007,Brooklyn,2/15 Conifer Av,3,t,599999.0,SP,Greg,13/05/2017,10.9,2.0
14008,Brooklyn,9 Richards Ct,3,h,750000.0,S,hockingstuart,20/05/2017,10.9,2.0
14009,Brooklyn,6 Millers Rd,2,h,1005000.0,S,hockingstuart,22/04/2017,10.9,2.0
14010,Carlton,1/2 Drummond St,3,u,1520000.0,S,hockingstuart,8/04/2017,1.8,2.0
14011,Carlton,3 Charles St,2,h,1050173.344955408,PN,Marvelli,20/05/2017,1.8,1.0
14012,Carlton,2/100 Keppel St,2,t,960000.0,VB,Nelson,20/05/2017,1.8,1.0
14013,Carlton,11/108 Elgin St,2,u,995000.0,S,Woodards,22/04/2017,1.8,1.0
14014,Carlton,20/264 Drummond St,1,u,490000.0,S,hockingstuart,29/04/2017,1.8,1.0
14015,Carlton,10/3 Lytton St,2,u,500000.0,VB,Peter,29/04/2017,1.8,1.0
14016,Eaglemont,51 Silverdale Rd,3,h,1050173.344955408,SN,Miles,8/04/2017,10.3,2.0
14017,Eaglemont,39 Durham St,4,h,1750000.0,VB,Nelson,20/05/2017,10.3,2.0
14018,Eaglemont,121 The Righi,5,h,2710000.0,PI,Miles,29/04/2017,10.3,2.0
14019,East Melbourne,402/166 Wellington Pde,1,u,503000.0,S,Biggin,8/04/2017,1.5,1.0
14020,East Melbourne,4/24 Hotham St,2,u,810000.0,S,Biggin,13/05/2017,1.5,1.0
14021,East Melbourne,127 Gipps St,4,h,4275000.0,S,Caine,20/05/2017,1.5,2.0
14022,East Melbourne,1/109 George St,2,u,1050173.344955408,SN,Caine,29/04/2017,1.5,0.0
14023,Elsternwick,39/2 Gordon St,1,u,385000.0,S,Biggin,8/04/2017,8.5,1.0
14024,Elsternwick,9/39 Horne St,3,t,850000.0,VB,Beller,8/04/2017,8.5,2.0
14025,Elsternwick,8/37 Victoria St,2,u,740000.0,SP,Gary,8/04/2017,8.5,1.0
14026,Elsternwick,1/15 Alexandra Av,2,u,640000.0,SP,Buxton,20/05/2017,8.5,2.0
14027,Elsternwick,4 Archibald St,4,h,1050173.344955408,SP,Biggin,20/05/2017,8.5,1.0
14028,Elsternwick,24 Clarence St,3,h,1940000.0,S,Biggin,20/05/2017,8.5,2.0
14029,Elsternwick,17 Nepean Hwy,2,h,1050173.344955408,SP,hockingstuart,20/05/2017,8.5,2.0
14030,Elsternwick,16 Alexandra Av,3,h,1800000.0,S,Biggin,22/04/2017,8.5,2.0
14031,Elsternwick,4/34 Horne St,2,u,595000.0,S,Hodges,29/04/2017,8.5,1.0
14032,Elsternwick,3/33 St Georges Rd,2,u,632500.0,S,Gary,29/04/2017,8.5,1.0
14033,Elwood,4/88 Addison St,2,u,687000.0,SP,Biggin,8/04/2017,7.7,1.0
14034,Elwood,12/10 Docker St,2,u,1260000.0,S,hockingstuart,8/04/2017,7.7,2.0
14035,Elwood,3/167 Glen Huntly Rd,2,u,1050173.344955408,SN,Chisholm,8/04/2017,7.7,1.0
14036,Elwood,9/457 St Kilda St,2,u,695000.0,S,hockingstuart,8/04/2017,7.7,1.0
14037,Elwood,4/115 Tennyson St,2,u,747500.0,S,Buxton,8/04/2017,7.7,2.0
14038,Elwood,8/89 Addison St,3,u,950000.0,S,Whiting,13/05/2017,7.7,1.0
14039,Elwood,7/282 Barkly St,1,u,360000.0,S,Biggin,13/05/2017,7.7,0.0
14040,Elwood,9 Kendall St,3,h,1875000.0,VB,Chisholm,13/05/2017,7.7,2.0
14041,Elwood,10 Robert St,3,h,1050173.344955408,SP,Chisholm,13/05/2017,7.7,2.0
14042,Elwood,6/5 Alfriston St,2,u,642000.0,S,hockingstuart,20/05/2017,7.7,0.0
14043,Elwood,23 Byron St,3,h,1520000.0,S,Chisholm,20/05/2017,7.7,1.0
14044,Elwood,13 Cyril St,5,h,2275000.0,S,Biggin,20/05/2017,7.7,1.0
14045,Elwood,14/125 Ormond Rd,2,u,800000.0,SP,Buxton,20/05/2017,7.7,2.0
14046,Elwood,1/99 Ormond Esp,4,u,1050173.344955408,SN,Rodney,20/05/2017,7.7,2.0
14047,Elwood,6/53 Tennyson St,2,u,500000.0,SA,Morleys,20/05/2017,7.7,1.0
14048,Elwood,125 Mitford St,4,h,1050173.344955408,S,Chisholm,22/04/2017,7.7,3.0
14049,Elwood,1/10 Dickens St,2,u,1050173.344955408,SN,hockingstuart,29/04/2017,7.7,1.0
14050,Elwood,72 Goldsmith St,4,h,1050173.344955408,VB,RT,29/04/2017,7.7,2.0
14051,Elwood,102/95 Ormond Rd,1,u,490000.0,VB,McGrath,29/04/2017,7.7,1.0
14052,Essendon North,10 Cowper St,4,h,1291000.0,S,Barry,8/04/2017,9.4,2.0
